Species,Country.of.Origin,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Category.One.Defects,Quakers,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Year,id
Arabica,Tanzania,2014-12-15,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0,0.0,5,1525.0,1525.0,1525.0,2014,834.0
Arabica,Uganda,2014-06-30,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0,0.0,3,1700.0,1700.0,1700.0,2014,800.0
Arabica,Taiwan,2013-12-26,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0,0.0,0,1100.0,1100.0,1100.0,2013,158.0
Arabica,Thailand,2013-05-29,,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0,0.0,3,800.0,800.0,800.0,2013,764.0
Arabica,Mexico,2012-09-11,Other,Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.0,0,0.0,12,950.0,950.0,950.0,2012,484.0
Arabica,Mexico,2012-07-03,Typica,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8.0,10.0,10.0,7.5,81.0,0,0.0,8,1100.0,1100.0,1100.0,2012,484.0
Arabica,Taiwan,2017-12-08,Other,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.92,0,0.0,0,200.0,200.0,200.0,2017,158.0
Arabica,Guatemala,2017-08-23,Bourbon,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,80.92,0,0.0,2,1901.0,1901.0,1901.0,2017,320.0
Arabica,Kenya,2017-07-07,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0,0.0,3,1600.0,1600.0,1600.0,2017,404.0
Arabica,Mexico,2017-05-12,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0,0.0,11,1100.0,1100.0,1100.0,2017,484.0
Arabica,Myanmar,2015-07-17,Other,Other,7.17,7.42,7.0,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0,0.0,5,1066.8,1066.8,1066.8,2015,104.0
Arabica,United States,2015-01-13,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,2,0.0,5,,,,2015,840.0
Arabica,Tanzania,2014-12-18,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0,0.0,0,1700.0,1700.0,1700.0,2014,834.0
Arabica,Brazil,2014-12-16,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0,0.0,8,1200.0,1200.0,1200.0,2014,76.0
Arabica,Taiwan,2014-11-23,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0,0.0,0,550.0,550.0,550.0,2014,158.0
Arabica,Brazil,2014-10-16,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0,0.0,0,1100.0,1100.0,1100.0,2014,76.0
Arabica,Nicaragua,2014-07-16,Caturra,Washed / Wet,7.33,7.08,7.25,7.0,7.5,7.42,10.0,10.0,10.0,7.33,80.92,1,0.0,3,700.0,1400.0,1050.0,2014,558.0
Arabica,Guatemala,2014-06-10,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,2,0.0,5,1524.0,1524.0,1524.0,2014,320.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0,0.0,0,900.0,900.0,900.0,2013,158.0
Arabica,Taiwan,2013-12-26,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0,0.0,0,688.0,688.0,688.0,2013,158.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0,0.0,0,300.0,300.0,300.0,2013,158.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7.0,80.92,0,0.0,12,1186.0,1186.0,1186.0,2012,484.0
Arabica,Thailand,2010-04-13,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0,0.0,0,,,,2010,764.0
Arabica,Laos,2017-06-22,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0,0.0,0,1300.0,1300.0,1300.0,2017,418.0
Arabica,Guatemala,2014-05-26,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0,0.0,1,1200.0,1200.0,1200.0,2014,320.0
Arabica,Mexico,2012-08-30,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0,0.0,7,1210.0,1210.0,1210.0,2012,484.0
Arabica,Mexico,2012-08-29,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0,0.0,3,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-07-03,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0,0.0,1,100.0,100.0,100.0,2012,484.0
Arabica,United States,2012-02-23,Hawaiian Kona,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,10.0,10.0,10.0,7.0,80.83,2,0.0,0,,,,2012,840.0
Arabica,Colombia,2011-01-25,,,7.33,7.33,7.0,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0,0.0,1,1800.0,1800.0,1800.0,2011,170.0
Arabica,Brazil,2015-10-08,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0,0.0,1,,,,2015,76.0
Arabica,Myanmar,2015-07-17,Catuai,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0,0.0,2,3825.0,3825.0,3825.0,2015,104.0
Arabica,Guatemala,2015-06-18,Caturra,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0,0.0,1,1658.112,1755.648,1706.88,2015,320.0
Arabica,Nicaragua,2015-05-28,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0,0.0,5,110000.0,110000.0,110000.0,2015,558.0
Arabica,Honduras,2015-05-25,Caturra,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0,0.0,2,1450.0,1450.0,1450.0,2015,340.0
Arabica,Panama,2015-05-23,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,1,0.0,4,1680.0,1680.0,1680.0,2015,591.0
Arabica,Honduras,2015-05-22,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0,0.0,2,1350.0,1350.0,1350.0,2015,340.0
Arabica,Honduras,2015-03-11,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0,0.0,1,1450.0,1450.0,1450.0,2015,340.0
Arabica,Costa Rica,2014-04-11,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0,0.0,0,1300.0,1300.0,1300.0,2014,188.0
Arabica,Mexico,2012-09-04,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0,0.0,2,1200.0,1200.0,1200.0,2012,484.0
Arabica,Haiti,2012-05-22,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0,0.0,0,1000.0,1000.0,1000.0,2012,332.0
Arabica,United States,2011-12-21,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0,0.0,6,,,,2011,840.0
Arabica,Taiwan,2016-08-12,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0,0.0,1,,,,2016,158.0
Arabica,Indonesia,2015-11-10,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0,0.0,1,1200.0,1500.0,1350.0,2015,360.0
Arabica,Guatemala,2015-10-23,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7.0,80.67,0,0.0,0,1500.0,1500.0,1500.0,2015,320.0
Arabica,Costa Rica,2015-02-27,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8.0,80.67,0,0.0,4,185.0,185.0,185.0,2015,188.0
Arabica,Malawi,2014-11-04,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0,0.0,1,990.0,1000.0,995.0,2014,454.0
Arabica,Mexico,2014-10-23,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0,0.0,4,1200.0,1200.0,1200.0,2014,484.0
Arabica,Colombia,2014-04-14,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0,0.0,1,1550.0,1550.0,1550.0,2014,170.0
Arabica,Guatemala,2013-06-05,Bourbon,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0,0.0,5,1550.0,1550.0,1550.0,2013,320.0
Arabica,Guatemala,2012-01-25,Bourbon,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0,0.0,2,,,,2012,320.0
Arabica,Guatemala,2012-01-25,Bourbon,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0,0.0,3,,,,2012,320.0
Arabica,Colombia,2011-03-15,,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0,0.0,2,,,,2011,170.0
Arabica,Brazil,2016-03-11,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0,0.0,7,,,,2016,76.0
Arabica,Nicaragua,2016-02-26,,,7.08,7.5,7.0,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0,1.0,0,,,,2016,558.0
Arabica,Tanzania,2015-01-06,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0,0.0,1,1400.0,1400.0,1400.0,2015,834.0
Arabica,Brazil,2014-10-17,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0,0.0,3,1200.0,1200.0,1200.0,2014,76.0
Arabica,Honduras,2014-04-30,Caturra,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0,0.0,5,1400.0,1400.0,1400.0,2014,340.0
Arabica,Guatemala,2014-01-28,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0,0.0,5,1383.792,1383.792,1383.792,2014,320.0
Arabica,United States,2011-05-04,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0.0,0,,,,2011,840.0
Arabica,Colombia,2011-03-15,,,7.08,7.25,7.0,7.5,7.08,7.33,10.0,10.0,10.0,7.33,80.58,0,0.0,2,,,,2011,170.0
Arabica,Taiwan,2017-12-08,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0,0.0,0,50.0,50.0,50.0,2017,158.0
Arabica,Guatemala,2017-09-08,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0,0.0,4,1500.0,1500.0,1500.0,2017,320.0
Arabica,Honduras,2017-08-23,Catuai,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,10.0,10.0,10.0,7.0,80.5,0,0.0,5,1650.0,1650.0,1650.0,2017,340.0
Arabica,Mauritius,2016-02-11,,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0,0.0,0,280.0,280.0,280.0,2016,480.0
Arabica,Brazil,2015-11-17,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0,0.0,3,1250.0,1250.0,1250.0,2015,76.0
Arabica,Myanmar,2015-07-17,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0,0.0,2,3800.0,3800.0,3800.0,2015,104.0
Arabica,Guatemala,2014-04-23,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0,0.0,3,1219.2,1219.2,1219.2,2014,320.0
Arabica,Brazil,2014-04-17,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0,0.0,10,1250.0,1250.0,1250.0,2014,76.0
Arabica,United States,2014-02-04,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,1,0.0,0,,,,2014,840.0
Arabica,Guatemala,2013-02-13,Bourbon,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,1,0.0,1,1859.28,1859.28,1859.28,2013,320.0
Arabica,Mexico,2012-09-17,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0,0.0,1,1450.0,1450.0,1450.0,2012,484.0
Arabica,Honduras,2016-02-03,,,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0,0.0,0,1450.0,1450.0,1450.0,2016,340.0
Arabica,Taiwan,2014-11-23,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.42,0,0.0,0,600.0,600.0,600.0,2014,158.0
Arabica,El Salvador,2014-04-26,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0,0.0,1,1450.0,1450.0,1450.0,2014,222.0
Arabica,China,2014-01-17,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0,0.0,14,1700.0,1700.0,1700.0,2014,156.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.42,0,0.0,0,600.0,600.0,600.0,2013,158.0
Arabica,Mexico,2012-09-04,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,2,0.0,4,1050.0,1050.0,1050.0,2012,484.0
Arabica,Mexico,2012-08-30,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,4,0.0,16,1550.0,1550.0,1550.0,2012,484.0
Arabica,Burundi,2016-01-22,,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0,0.0,0,1700.0,1700.0,1700.0,2016,108.0
Arabica,Tanzania,2015-11-16,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0,0.0,5,1700.0,1700.0,1700.0,2015,834.0
Arabica,Tanzania,2014-12-18,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0,0.0,5,,,,2014,834.0
Arabica,Taiwan,2013-12-26,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7.0,80.33,0,0.0,0,600.0,600.0,600.0,2013,158.0
Arabica,Guatemala,2013-06-06,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,1,0.0,4,1310.64,1310.64,1310.64,2013,320.0
Arabica,Mexico,2012-08-30,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0,0.0,21,940.0,940.0,940.0,2012,484.0
Arabica,United States,2012-02-08,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,5,0.0,7,,,,2012,840.0
Arabica,Ethiopia,2010-06-17,,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0,0.0,1,,,,2010,231.0
Arabica,Brazil,2017-11-03,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0,1.0,1,995.0,995.0,995.0,2017,76.0
Arabica,Honduras,2017-04-06,Caturra,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0,0.0,4,1400.0,1400.0,1400.0,2017,340.0
Arabica,Mexico,2016-04-26,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0,0.0,2,1600.0,1600.0,1600.0,2016,484.0
Arabica,Myanmar,2015-08-27,Other,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,1,0.0,26,914.4,914.4,914.4,2015,104.0
Arabica,Myanmar,2015-07-17,Catuai,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0,0.0,1,4287.0,4287.0,4287.0,2015,104.0
Arabica,Nicaragua,2015-02-20,Caturra,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0,0.0,2,900.0,900.0,900.0,2015,558.0
Arabica,United States,2014-03-03,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,4,0.0,13,,,,2014,840.0
Arabica,Colombia,2014-01-08,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0,0.0,0,,,,2014,170.0
Arabica,Taiwan,2013-12-26,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7.0,80.25,0,0.0,0,700.0,700.0,700.0,2013,158.0
Arabica,Guatemala,2013-01-09,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,1,0.0,12,1400.0,1400.0,1400.0,2013,320.0
Arabica,Mexico,2012-09-27,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,2,0.0,8,808.0,808.0,808.0,2012,484.0
Arabica,Vietnam,2017-05-09,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0,0.0,2,1550.0,1550.0,1550.0,2017,704.0
Arabica,Nicaragua,2015-04-24,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0,0.0,2,1100.0,1275.0,1187.5,2015,558.0
Arabica,Honduras,2015-01-26,Catuai,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0,0.0,0,1400.0,1400.0,1400.0,2015,340.0
Arabica,Guatemala,2013-08-07,Bourbon,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,7.0,80.17,0,0.0,2,1310.64,1310.64,1310.64,2013,320.0
Arabica,Mexico,2012-10-09,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0,0.0,2,1250.0,1250.0,1250.0,2012,484.0
Arabica,Mexico,2012-09-13,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,1,0.0,2,1550.0,1550.0,1550.0,2012,484.0
Arabica,Mexico,2012-09-10,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7.0,80.17,0,0.0,12,1000.0,1000.0,1000.0,2012,484.0
Arabica,Guatemala,2012-05-24,Bourbon,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0,0.0,5,1310.64,1310.64,1310.64,2012,320.0
Arabica,United States,2011-09-22,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,12,0.0,1,,,,2011,840.0
Arabica,Brazil,2017-11-29,Bourbon,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0,0.0,5,1100.0,1100.0,1100.0,2017,76.0
Arabica,Taiwan,2014-11-23,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7.0,80.08,0,0.0,0,850.0,850.0,850.0,2014,158.0
Arabica,Nicaragua,2014-02-25,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0,0.0,4,,,,2014,558.0
Arabica,Taiwan,2013-12-26,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,80.08,0,0.0,0,200.0,200.0,200.0,2013,158.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,7.0,80.08,0,0.0,0,150.0,150.0,150.0,2013,158.0
Arabica,Taiwan,2013-12-26,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7.0,80.08,0,0.0,0,250.0,250.0,250.0,2013,158.0
Arabica,Mexico,2012-09-14,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0,0.0,0,1300.0,1300.0,1300.0,2012,484.0
Arabica,Mexico,2012-08-30,Typica,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,1,0.0,17,1300.0,1300.0,1300.0,2012,484.0
Arabica,Nicaragua,2017-06-13,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7.0,80.0,0,0.0,5,1250.0,1250.0,1250.0,2017,558.0
Arabica,Myanmar,2015-07-17,Other,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80.0,0,0.0,4,3845.0,3845.0,3845.0,2015,104.0
Arabica,Mexico,2014-05-01,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80.0,0,0.0,2,1300.0,1500.0,1400.0,2014,484.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,7.0,80.0,0,0.0,0,250.0,250.0,250.0,2013,158.0
Arabica,Thailand,2013-05-29,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,0,0.0,0,800.0,800.0,800.0,2013,764.0
Arabica,Mexico,2012-09-10,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80.0,0,0.0,9,1250.0,1250.0,1250.0,2012,484.0
Arabica,Mexico,2012-09-04,Other,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80.0,0,0.0,12,1100.0,1100.0,1100.0,2012,484.0
Arabica,Ethiopia,2010-06-17,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80.0,0,0.0,2,,,,2010,231.0
Arabica,Colombia,2015-04-23,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,79.92,0,0.0,1,,,,2015,170.0
Arabica,United States,2014-05-12,Hawaiian Kona,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,7.0,79.92,1,0.0,3,,,,2014,840.0
Arabica,Mexico,2013-03-29,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0,0.0,4,1300.0,1300.0,1300.0,2013,484.0
Arabica,Mexico,2012-09-11,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7.0,79.92,1,0.0,7,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-08-30,Bourbon,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,0,0.0,0,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-07-26,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0,0.0,3,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-07-11,Typica,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0,0.0,6,1250.0,1250.0,1250.0,2012,484.0
Arabica,Mexico,2012-07-11,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7.0,79.92,0,0.0,0,1250.0,1250.0,1250.0,2012,484.0
Arabica,United States,2011-09-22,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,79.92,3,0.0,0,,,,2011,840.0
Arabica,Kenya,2017-08-25,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0,1.0,5,1500.0,1500.0,1500.0,2017,404.0
Arabica,Guatemala,2017-08-22,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0,0.0,2,1700.0,1700.0,1700.0,2017,320.0
Arabica,Nicaragua,2015-03-30,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,0,0.0,0,1250.0,1250.0,1250.0,2015,558.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0,0.0,3,1300.0,1300.0,1300.0,2012,484.0
Arabica,United States,2012-04-05,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,7,0.0,10,,,,2012,840.0
